P-521,p521_mlkem1024,mlkem1024
19.34,30.13,9.36
22.23,27.78,15.21
18.49,30.3,10.29
1067.24,1029.94,11.32
18.43,26.54,9.61
18.79,31.85,8.92
19.65,31.14,8.79
18.34,26.63,8.55
18.61,26.77,8.55
1057.35,26.28,8.65
221.98,31.27,11.81
25.16,26.42,8.54
18.28,29.69,8.55
18.05,26.96,11.65
22.57,26.68,12.47
18.3,26.5,9.08
1068.9,26.7,9.97
18.5,26.19,9.06
18.14,26.5,8.87
18.42,27.02,8.76
18.62,26.68,8.68
18.58,27.07,8.6
18.14,26.48,9.33
18.66,34.14,4647.37
18.3,26.68,8.97
18.49,28.13,10.11
18.6,27.66,8.83
20.15,26.79,8.78
18.94,30.25,8.75
19.25,26.11,9.71
18.37,26.94,8.71
19.51,27.76,8.59
23.13,28.57,8.71
18.95,33.25,1028.8
25.08,27.13,9.37
234.1,26.45,9.3
18.82,29.98,12.85
18.53,27.52,10.61
1057.2,27.92,10.59
25.22,30.32,8.81
19.97,26.27,9.22
1071.47,1051.39,8.69
220.41,26.71,9.12
21.49,27.04,9.46
22.69,26.82,8.96
20.4,32.19,8.93
19.03,27.83,8.4
20.52,30.67,8.58
20.2,26.83,9.01
18.39,26.34,218.93
19.09,26.36,9.01
1031.18,26.25,9.11
1077.5,27.08,8.74
18.23,27.47,8.6
18.35,30.29,9.41
19.59,26.12,8.76
18.44,26.2,11.27
18.06,26.5,8.74
17.92,26.23,8.5
18.02,27.19,1067.79
17.91,26.5,11.57
18.48,30.52,8.76
18.52,26.95,8.9
18.74,26.54,8.81
18.59,26.48,8.66
18.95,26.55,8.34
18.42,27.62,8.7
18.81,26.66,8.71
19.26,26.34,8.49
18.57,27.3,8.68
18.45,26.29,12.41
18.65,26.5,8.83
18.89,26.2,9.17
18.88,26.92,8.96
18.7,30.21,8.9
18.82,26.45,9.12
19.5,29.74,8.73
18.95,26.9,9.01
20.12,26.32,8.75
19.48,27.7,8.78
19.13,26.78,1066.13
18.62,1072.92,9.17
19.81,26.57,8.74
19.18,1039.94,8.71
19.48,1077.73,8.57
19.12,26.53,8.64
18.91,26.5,8.58
18.71,26.47,8.39
19.05,26.42,9.1
18.58,26.98,8.45
18.44,26.12,8.36
3805.87,26.65,1014.15
221.18,28.98,8.46
19.17,27.51,8.48
19.04,26.35,10.87
19.38,26.69,8.82
18.4,27.47,8.68
18.19,26.79,8.62
18.4,26.28,8.56
18.43,30.06,8.37
223.28,28.3,8.64
19.91,27.03,8.59
18.97,30.29,8.68
24.79,26.74,8.54
24.45,26.62,8.83
19.0,27.07,8.92
18.42,27.95,10.48
18.63,26.28,8.8
18.71,27.04,8.93
18.46,26.35,8.95
18.38,26.35,8.91
23.49,27.58,8.91
19.28,27.06,9.45
1035.6,26.75,8.68
18.08,27.05,8.85
17.93,26.75,8.46
18.26,28.54,8.62
17.99,27.32,1040.93
18.05,27.37,8.56
18.16,28.82,8.46
18.78,26.46,8.73
20.11,26.94,8.63
1041.97,26.59,8.48
18.88,26.88,1046.76
19.32,26.72,11.05
19.95,27.34,8.81
221.88,29.3,1029.88
19.85,27.72,8.48
18.83,26.69,8.79
18.94,26.17,8.43
19.84,26.44,8.56
18.81,26.4,8.39
19.02,28.69,8.43
20.74,27.19,8.81
19.42,26.61,8.74
19.95,26.66,8.46
1048.84,26.27,8.52
18.62,26.57,8.34
1045.56,26.21,8.62
19.82,27.21,8.4
19.22,27.12,8.41
18.73,26.24,8.46
23.82,26.2,8.58
19.73,26.26,8.8
26.92,26.41,8.79
19.72,26.86,8.48
18.72,26.94,8.44
20.22,28.39,9.61
20.86,27.03,8.49
21.57,26.39,1052.91
20.15,26.25,8.53
20.28,26.35,1058.94
18.76,26.15,1013.34
21.11,27.05,8.66
19.27,27.79,8.51
19.82,28.32,8.35
19.76,32.17,8.3
21.09,26.63,8.58
19.95,26.43,8.62
1075.24,31.23,8.38
19.95,28.37,1014.02
26.72,29.74,8.56
19.75,26.61,8.83
20.68,28.06,8.62
20.75,27.47,8.49
229.09,28.8,8.51
25.96,27.76,8.32
24.6,27.37,8.31
226.6,1068.36,8.3
20.23,26.98,8.35
226.82,31.07,8.54
24.74,26.73,8.32
20.77,26.95,8.26
18.87,26.51,8.49
1051.36,27.5,8.32
18.23,4622.32,8.34
17.99,30.13,8.31
18.46,27.11,8.32
18.34,1061.3,8.4
18.53,30.21,8.59
18.39,28.86,8.34
18.69,29.83,8.31
18.21,28.54,8.38
18.05,28.08,12.77
19.03,29.22,9.14
18.38,29.07,9.1
18.09,36.58,8.54
17.98,29.02,12.07
18.03,29.64,8.52
17.84,29.63,8.42
18.21,1064.19,8.43
18.43,29.0,1044.89
18.32,43.23,9.4
17.94,27.3,8.65
18.07,29.48,8.58
17.91,30.54,8.6
18.07,30.63,8.61
18.03,31.26,8.49
18.66,33.43,1028.66
1035.52,32.9,9.64
18.51,31.05,8.75
17.95,29.32,1036.71
17.92,28.45,8.63
19.15,28.86,8.42
23.56,28.84,8.44
18.56,27.39,8.27
19.23,28.31,8.37
19.42,27.77,8.42
18.79,27.7,8.39
18.84,29.52,8.38
18.79,34.89,8.59
18.71,28.66,8.46
18.3,27.83,8.56
18.79,26.98,8.46
18.22,27.4,8.45
19.96,1090.6,8.55
18.15,27.0,8.42
18.52,28.45,8.4
18.84,27.91,8.58
18.52,27.12,8.4
1057.03,1043.16,1012.8
18.89,26.11,8.73
18.31,28.37,8.38
19.57,26.35,8.4
18.53,27.1,8.34
18.69,26.96,8.28
18.49,26.73,8.8
18.55,30.02,10.17
18.23,28.84,10.79
18.37,32.92,8.54
18.07,28.38,8.41
18.09,28.33,8.45
18.56,33.75,8.28
18.68,31.55,14.42
17.94,30.07,9.17
18.54,1090.09,9.18
18.18,26.33,8.82
18.17,26.09,12.65
18.22,26.32,8.86
18.26,26.38,8.78
17.88,26.42,219.78
18.79,26.34,8.91
18.44,1050.72,8.77
19.04,26.54,9.26
18.69,26.79,10.27
220.27,26.16,8.98
20.29,26.5,12.23
18.43,26.04,13.02
18.13,26.31,8.8
17.98,26.59,8.72
18.75,26.64,9.06
18.2,26.59,8.8
18.13,26.49,13.62
18.28,27.06,9.1
18.51,33.48,9.05
18.66,28.51,8.53
18.7,27.73,1066.03
19.39,28.1,11.96
18.5,30.72,8.53
18.54,28.33,8.38
18.73,27.49,8.3
220.51,27.27,8.93
18.09,27.02,8.51
18.04,27.44,8.9
17.8,27.16,8.41
18.92,27.36,11.57
18.38,26.98,8.37
18.23,27.34,8.33
18.02,27.63,8.34
1071.57,26.68,8.4
18.01,26.34,8.29
18.11,26.58,8.38
18.21,26.45,8.3
18.25,26.59,8.94
226.19,27.84,8.78
18.39,1273.52,8.66
1080.51,27.32,215.17
19.5,29.75,1016.2
18.43,1050.63,8.41
18.4,26.41,8.53
18.18,26.8,8.44
20.6,27.51,8.34
18.43,28.33,8.45
18.29,26.37,8.43
18.2,27.35,8.41
18.45,26.12,8.3
18.95,26.13,8.38
18.93,26.19,8.51
18.43,27.46,8.37
1037.82,26.48,215.62
18.77,26.5,8.62
18.79,31.64,8.42
18.4,26.53,8.39
17.9,28.27,8.37
20.45,26.83,8.31
18.42,27.4,8.96
18.75,28.36,8.51
18.28,1030.55,1042.89
1032.28,36.37,8.9
17.92,36.16,8.76
17.91,27.37,8.36
18.0,27.35,9.31
18.52,27.75,8.62
18.55,27.38,8.91
18.9,27.73,8.6
18.74,27.26,8.46
1067.74,27.61,8.42
18.24,31.37,8.36
18.31,34.48,8.45
18.4,27.74,8.74
18.51,1036.35,8.38
19.02,27.77,1232.24
21.77,27.55,8.73
1023.59,27.27,8.5
18.11,27.54,8.56
18.27,27.13,8.47
18.05,27.63,9.04
17.86,27.42,9.75
18.11,27.21,8.87
17.79,27.96,1062.17
18.91,27.47,8.86
18.41,27.37,8.56
18.6,28.1,8.78
19.06,27.49,8.74
18.81,27.33,8.79
18.39,27.5,1043.53
18.58,27.35,9.29
22.42,27.38,8.79
18.87,28.82,8.81
18.9,28.29,8.85
18.5,27.87,8.7
18.8,28.63,8.49
19.38,27.25,9.02
19.17,27.82,8.68
19.08,27.47,8.46
18.67,28.69,8.96
19.97,27.93,9.03
19.08,27.54,8.83
18.38,30.61,8.63
18.74,1085.43,8.63
1074.98,36.13,8.94
18.65,35.07,11.53
19.04,32.42,8.92
19.04,31.98,8.7
19.49,29.3,9.15
18.1,26.72,8.41
18.63,27.48,8.67
18.54,27.21,8.82
19.35,30.9,8.8
24.91,27.34,8.65
24.67,1029.21,8.9
24.4,28.14,8.97
19.35,27.94,10.03
18.44,27.7,10.04
19.14,28.02,9.41
19.14,27.63,9.59
19.16,28.6,9.39
21.68,26.91,9.64
428.25,27.85,9.21
1053.57,26.88,10.79
24.06,27.24,9.24
18.72,27.53,1033.6
18.55,26.4,9.63
21.27,26.26,1056.65
18.56,27.16,8.6
18.86,27.29,8.48
18.51,27.4,8.46
18.92,27.09,8.92
18.95,27.62,8.72
19.02,27.43,9.25
18.64,31.03,9.3
18.72,27.83,9.14
18.64,27.84,9.79
18.66,28.54,8.7
18.43,26.8,9.45
18.37,27.22,9.22
19.01,26.63,9.09
19.17,26.69,8.59
19.49,1059.9,8.88
18.81,26.34,9.08
20.75,26.82,9.59
18.91,26.47,8.7
18.72,30.71,9.44
18.77,27.42,10.01
18.58,27.08,12.35
18.76,27.89,9.38
19.69,27.27,8.64
25.63,26.48,9.06
1064.44,26.75,8.65
18.58,26.14,8.93
20.17,29.96,8.6
18.9,26.25,8.84
227.07,26.28,8.72
18.58,27.4,8.7
1040.81,26.11,8.6
18.67,31.8,8.88
18.79,29.51,8.79
18.68,27.6,9.22
18.46,28.29,9.43
224.23,30.54,9.02
18.69,28.22,9.55
18.96,26.43,9.46
18.23,26.36,9.26
220.46,26.18,9.63
18.74,27.41,9.39
18.64,26.61,9.24
18.87,28.75,10.41
24.29,27.72,9.22
19.22,27.06,9.06
18.74,26.67,9.65
18.72,28.63,8.98
18.32,30.57,8.72
18.69,27.93,8.49
18.17,27.27,8.47
18.41,27.31,11.78
18.5,27.3,9.47
18.43,26.89,8.46
18.67,26.75,13.13
18.64,26.51,12.96
18.86,32.8,8.69
18.54,27.68,8.98
18.48,26.91,8.62
18.49,26.64,8.54
18.68,27.79,8.4
18.92,27.03,9.05
18.75,27.01,1010.12
18.7,29.02,8.75
18.63,27.21,8.8
18.78,27.5,8.72
19.19,29.68,8.75
19.0,27.06,9.03
19.05,26.36,8.55
18.81,28.81,8.57
18.45,27.26,8.47
18.41,26.85,8.76
18.98,26.54,8.54
18.44,1052.16,8.67
18.5,26.5,8.45
18.53,26.4,8.48
18.37,28.83,8.42
18.43,30.61,8.85
18.94,26.78,8.46
18.63,26.94,8.4
19.49,26.39,8.53
3805.6,27.24,8.57
18.52,27.6,9.29
18.76,27.22,8.74
19.68,26.57,8.44
20.99,236.23,8.42
19.14,27.44,220.49
19.29,28.23,8.85
19.34,27.48,8.68
19.16,28.39,9.02
25.0,27.46,8.85
21.12,27.73,8.74
19.85,29.98,8.91
1066.09,26.41,9.35
19.33,26.1,8.63
19.07,27.27,9.43
20.43,27.15,9.25
18.58,27.09,9.84
1082.76,27.2,9.68
19.3,27.66,8.77
20.31,30.75,8.62
1078.68,27.27,13.58
220.47,27.48,9.28
18.88,27.95,9.75
18.84,28.1,8.85
25.57,28.01,9.22
18.36,28.67,9.05
18.64,26.99,9.45
18.78,26.62,9.5
18.55,28.39,8.82
19.05,27.09,8.8
18.52,27.67,8.78
19.19,31.01,8.51
19.17,27.7,8.64
18.56,27.51,8.58
18.6,27.59,9.4
18.82,26.99,8.88
19.62,27.68,9.31
25.86,28.18,8.79
21.59,31.4,8.99
18.74,27.33,12.07
18.55,28.02,9.2
18.66,31.36,9.35
19.63,28.24,10.83
20.47,27.82,8.98
18.57,26.79,8.98
21.45,28.32,8.91
19.22,31.7,9.82
19.41,28.66,9.0
20.43,27.47,9.38
19.19,34.89,8.95
21.36,27.7,13.04
19.38,27.84,8.7
1077.58,28.3,8.51
22.15,28.4,8.9
19.44,30.3,8.88
227.96,27.28,8.51
